image,answer
/data3/zkachwal/ELSA_D3/861_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1454_real.png,real
/data3/zkachwal/ELSA_D3/669_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1299_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1657_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/240_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/395_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/577_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/855_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/179_real.png,real
/data3/zkachwal/ELSA_D3/289_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/101_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/491_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/734_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/474_real.png,real
/data3/zkachwal/ELSA_D3/1526_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/358_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1441_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/455_real.png,real
/data3/zkachwal/ELSA_D3/143_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/78_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/758_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/721_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/489_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1860_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/823_real.png,real
/data3/zkachwal/ELSA_D3/237_real.png,real
/data3/zkachwal/ELSA_D3/83_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1655_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/402_real.png,real
/data3/zkachwal/ELSA_D3/1012_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/270_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/862_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/279_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1173_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1368_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1695_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/706_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1966_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1954_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1812_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/155_real.png,real
/data3/zkachwal/ELSA_D3/396_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1976_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/779_real.png,real
/data3/zkachwal/ELSA_D3/1013_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1399_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1824_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/665_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/795_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/225_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/625_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/640_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1334_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/977_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/458_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1720_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/683_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/48_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1831_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1596_real.png,real
/data3/zkachwal/ELSA_D3/1213_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1395_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1518_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/980_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/608_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/45_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1776_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/309_real.png,real
/data3/zkachwal/ELSA_D3/1310_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/180_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1099_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/531_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/937_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1869_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1375_real.png,real
/data3/zkachwal/ELSA_D3/1124_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1402_real.png,real
/data3/zkachwal/ELSA_D3/523_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1209_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1516_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1610_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/509_real.png,real
/data3/zkachwal/ELSA_D3/4_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/750_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1305_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/633_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/934_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/872_real.png,real
/data3/zkachwal/ELSA_D3/1739_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1481_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1952_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/124_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1566_real.png,real
/data3/zkachwal/ELSA_D3/1627_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/184_real.png,real
/data3/zkachwal/ELSA_D3/652_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1730_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/249_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1010_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/623_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1733_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1889_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/0_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/152_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1919_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1272_real.png,real
/data3/zkachwal/ELSA_D3/1215_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1811_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/195_real.png,real
/data3/zkachwal/ELSA_D3/1615_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/732_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/329_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/515_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/54_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1564_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1625_real.png,real
/data3/zkachwal/ELSA_D3/1993_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/13_real.png,real
/data3/zkachwal/ELSA_D3/835_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/51_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/8_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/385_real.png,real
/data3/zkachwal/ELSA_D3/743_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/471_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/773_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1177_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1095_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/712_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/393_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1846_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1545_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/318_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/79_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/541_real.png,real
/data3/zkachwal/ELSA_D3/1772_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/884_real.png,real
/data3/zkachwal/ELSA_D3/1557_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1544_real.png,real
/data3/zkachwal/ELSA_D3/223_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1674_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/506_real.png,real
/data3/zkachwal/ELSA_D3/259_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1275_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1014_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1592_real.png,real
/data3/zkachwal/ELSA_D3/1270_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1258_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/679_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/222_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1695_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/303_real.png,real
/data3/zkachwal/ELSA_D3/547_real.png,real
/data3/zkachwal/ELSA_D3/1966_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/34_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/77_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/74_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/406_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1327_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/512_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1092_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/621_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1836_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/716_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1820_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1108_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1764_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1651_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/76_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1646_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1462_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1864_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1370_real.png,real
/data3/zkachwal/ELSA_D3/1183_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1279_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/965_real.png,real
/data3/zkachwal/ELSA_D3/1391_real.png,real
/data3/zkachwal/ELSA_D3/1257_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1752_real.png,real
/data3/zkachwal/ELSA_D3/894_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1247_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/850_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/726_real.png,real
/data3/zkachwal/ELSA_D3/1694_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1052_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/349_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/410_real.png,real
/data3/zkachwal/ELSA_D3/732_real.png,real
/data3/zkachwal/ELSA_D3/1145_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/572_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/16_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/267_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/295_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/534_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/657_real.png,real
/data3/zkachwal/ELSA_D3/663_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1539_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/717_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1953_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/184_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/664_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1521_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1953_real.png,real
/data3/zkachwal/ELSA_D3/65_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/75_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/531_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/321_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/292_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1905_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1139_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/570_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/706_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/769_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1919_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1073_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/252_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/578_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/222_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/933_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1421_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/474_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1947_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/92_real.png,real
/data3/zkachwal/ELSA_D3/610_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1977_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1665_real.png,real
/data3/zkachwal/ELSA_D3/1018_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1418_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/140_real.png,real
/data3/zkachwal/ELSA_D3/600_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/788_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1625_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/648_real.png,real
/data3/zkachwal/ELSA_D3/590_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/811_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/210_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/194_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1097_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1762_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/939_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/926_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/663_real.png,real
/data3/zkachwal/ELSA_D3/1635_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1554_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1893_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1581_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/673_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1971_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/934_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/225_real.png,real
/data3/zkachwal/ELSA_D3/1367_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/971_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/833_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/68_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/598_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/659_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1430_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1339_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1736_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/305_real.png,real
/data3/zkachwal/ELSA_D3/1782_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/327_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1219_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1103_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1928_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1568_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1948_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1244_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/172_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/128_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1573_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/165_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/390_real.png,real
/data3/zkachwal/ELSA_D3/1463_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/435_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/118_real.png,real
/data3/zkachwal/ELSA_D3/751_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/14_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/191_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/768_real.png,real
/data3/zkachwal/ELSA_D3/1088_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1011_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/570_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/875_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1785_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/953_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1536_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1142_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1395_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1324_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/428_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/827_real.png,real
/data3/zkachwal/ELSA_D3/163_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/719_real.png,real
/data3/zkachwal/ELSA_D3/434_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/515_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1142_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1518_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1909_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/842_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/376_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/699_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1936_real.png,real
/data3/zkachwal/ELSA_D3/125_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1599_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1679_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1658_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1371_real.png,real
/data3/zkachwal/ELSA_D3/50_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1752_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/1023_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/880_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1469_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/1320_real.png,real
/data3/zkachwal/ELSA_D3/396_real.png,real
/data3/zkachwal/ELSA_D3/230_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/970_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/774_image_gen3.png,ai-generated
/data3/zkachwal/ELSA_D3/1937_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/409_real.png,real
/data3/zkachwal/ELSA_D3/1249_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1932_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1840_real.png,real
/data3/zkachwal/ELSA_D3/1553_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/426_image_gen0.png,ai-generated
/data3/zkachwal/ELSA_D3/1214_image_gen1.png,ai-generated
/data3/zkachwal/ELSA_D3/284_image_gen2.png,ai-generated
/data3/zkachwal/ELSA_D3/203_image_gen0.png,ai-generated
